"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"4320",NA,"QA engineer","","Manual QA","2","0.25",1500,900,"Киев","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","ВНУ им. Даля","False","средний","Gamedev","29/12/2015 14:36:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,0.25,"Киев",1500,NA,"QA"
"4321",NA,"Software Engineer","Java","","4","0.5",2000,1000,"Львов","до 50 человек","Аутстаффинговая","мужской",25,"Высшее","Львовская Политехника","False","средний","Android,eCommerce","29/12/2015 14:36:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,0.5,"Львов",2000,NA,"DEV"
"4322",NA,"Junior Software Engineer","PHP","","1.5","1.5",510,261,"Днепр.","свыше 1000 человек","Другая","женский",25,"Высшее","НГУ","False","ниже среднего","Финансы и банки","29/12/2015 14:36:51","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:43.0) Gecko/20100101 Firefox/43.0",1.5,1.5,"Днепр.",510,NA,"DEV"
"4323",NA,"Project manager","","","1","1",980,300,"Львов","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","Львовская Политехника","False","выше среднего","Android,iOS","29/12/2015 14:37:06","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",1,1,"Львов",980,NA,"PM"
"4324",NA,"Team lead","","","10 и более лет","10 и более лет",3000,300,"Львов","до 1000 человек","Аутсорсинговая","мужской",31,"Высшее","ЛНУ им. Франко","False","продвинутый","Веб-разработка","29/12/2015 14:37:34","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",10,10,"Львов",3000,NA,"PM"
"4325",NA,"Software Engineer","PHP","","9","8",2100,0,"Днепр.","до 200 человек","Аутсорсинговая","женский",30,"Два высших","ДНУЖТ","False","выше среднего","Веб-разработка","29/12/2015 14:37:38","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",9,8,"Днепр.",2100,NA,"DEV"
"4326",NA,"Software Engineer","C#/.NET","","3","2",1000,200,"Харьков","до 1000 человек","Аутсорсинговая","мужской",36,"Высшее","ХНУРЭ","False","ниже среднего","Веб-разработка,eCommerce","29/12/2015 14:37:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,2,"Харьков",1000,NA,"DEV"
"4327",NA,"DevOps","","","10 и более лет","0.25",2500,1000,"Днепр.","до 50 человек","Стартап","мужской",35,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка,Другое","29/12/2015 14:37:45","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:43.0) Gecko/20100101 Firefox/43.0",10,0.25,"Днепр.",2500,NA,"ADM"
"4328",NA,"Support","","","1","меньше 3 месяцев",300,0,"Львов","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","Львовская Политехника","False","выше среднего","Веб-разработка","29/12/2015 14:37:57","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko",1,0,"Львов",300,NA,""
"4329",NA,"Software Engineer","C#/.NET","","8","7",2500,0,"Киев","до 10 человек","Аутсорсинговая","мужской",30,"Высшее","НТУУ «КПИ»","False","средний","Desktop Applications","29/12/2015 14:38:44","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",8,7,"Киев",2500,NA,"DEV"
"4330",NA,"Software Engineer","Java","","4","4",1800,400,"Львов","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","ХНУ [г. Хмельницкий]","False","средний","Desktop Applications,Мультимедиа","29/12/2015 14:38:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,4,"Львов",1800,NA,"DEV"
"4331",NA,"Software Engineer","Java","","1.5","1.5",700,200,"Киев","до 1000 человек","Продуктовая","мужской",24,"Высшее","КНУ им. Шевченко","True","средний","Телекоммуникации","29/12/2015 14:38:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",1.5,1.5,"Киев",700,NA,"DEV"
"4332",NA,"Junior Software Engineer","Java","","2","2",600,0,"Николаев","до 10 человек","Аутсорсинговая","мужской",23,"Высшее","ЧГУ им. Петра Могилы","False","средний","Веб-разработка","29/12/2015 14:38:55","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,2,"other",600,NA,"DEV"
"4333",NA,"Senior Software Engineer","C#/.NET","","4","4",2900,2500,"Харьков","до 50 человек","Аутстаффинговая","мужской",24,"Высшее","ХНУРЭ","False","выше среднего","Веб-разработка,eCommerce","29/12/2015 14:39:02","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",4,4,"Харьков",2900,NA,"DEV"
"4334",NA,"Software Engineer","SQL","","3","3",1250,250,"Львов","свыше 1000 человек","Аутсорсинговая","женский",25,"Высшее","Львовская Политехника","False","выше среднего","Другое","29/12/2015 14:39:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,3,"Львов",1250,NA,"DEV"
"4335",NA,"Junior Software Engineer","PHP","","3","0.5",600,100,"Одесса","до 50 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","ОНПУ","True","ниже среднего","Веб-разработка","29/12/2015 14:39:21","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,0.5,"Одесса",600,NA,"DEV"
"4336",NA,"Software Engineer","Java","","3","0.5",1600,400,"Львов","до 1000 человек","Продуктовая","мужской",24,"Высшее","Другой вуз","False","средний","Android","29/12/2015 14:39:24","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",3,0.5,"Львов",1600,NA,"DEV"
"4337",NA,"QA engineer","","Manual QA","2","2",400,100,"Киев","до 10 человек","Другая","мужской",26,"Высшее","НТУУ «КПИ»","False","элементарный","Веб-разработка","29/12/2015 14:39:29","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,2,"Киев",400,NA,"QA"
"4338",NA,"Senior QA engineer","","Manual QA","5","1",900,200,"Николаев","до 50 человек","Стартап","женский",27,"Высшее","НаУКМА","False","выше среднего","Веб-разработка","29/12/2015 14:39:30","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",5,1,"other",900,NA,"QA"
"4339",NA,"Software Engineer","Flex/Flash/AIR","","10 и более лет","1",3000,0,"Львов","до 10 человек","Другая","мужской",36,"Высшее","Львовская Политехника","False","выше среднего","Desktop Applications","29/12/2015 14:39:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2036.25",10,1,"Львов",3000,NA,"DEV"
"4340",NA,"Software Engineer","C#/.NET","","3","2",1700,400,"Днепр.","до 50 человек","Аутстаффинговая","мужской",29,"Высшее","Другой вуз","False","средний","Desktop Applications,Финансы и банки","29/12/2015 14:39:39","Mozilla/5.0 (Linux; Android 5.1; Lenovo P70-A Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36",3,2,"Днепр.",1700,NA,"DEV"
"4341",NA,"Senior Software Engineer","PHP","","7","6",3000,0,"Харьков","до 50 человек","Аутстаффинговая","мужской",30,"Высшее","ХНУРЭ","False","средний","Веб-разработка,eCommerce","29/12/2015 14:39:43","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",7,6,"Харьков",3000,NA,"DEV"
"4342",NA,"System Architect","Java","","4","8",5000,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Кандидат","КНУ им. Шевченко","False","продвинутый","eCommerce","29/12/2015 14:39:48","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,8,"Киев",5000,NA,"SDEV"
"4343",NA,"Project manager","","","2","2",1350,500,"Харьков","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","ХНУ им. Каразина","False","выше среднего","Веб-разработка,Gamedev","29/12/2015 14:40:15","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,2,"Харьков",1350,NA,"PM"
"4344",NA,"HR","","","4","0.25",1200,-300,"Киев","до 200 человек","Другая","женский",25,"Незаконченное высшее","Другой вуз","False","выше среднего","eCommerce","29/12/2015 14:40:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,0.25,"Киев",1200,NA,""
"4345",NA,"DevOps","","","9","2",5400,400,"Запорожье","до 10 человек","Аутстаффинговая","мужской",31,"Два высших","ЗНТУ","False","выше среднего","Gamedev","29/12/2015 14:40:45","Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13C75 [FBAN/FBIOS;FBAV/46.0.0.54.156;FBBV/18972819;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/9.2;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5]",9,2,"other",5400,NA,"ADM"
"4346",NA,"Software Engineer","PHP","","9","0.25",3070,0,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",27,"Высшее","ВНТУ","False","продвинутый","Веб-разработка","29/12/2015 14:40:45","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",9,0.25,"Киев",3070,NA,"DEV"
"4347",NA,"DevOps","","","0.5","0.5",500,200,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",30,"Два высших","Львовская Политехника","False","средний","Корпоративные системы","29/12/2015 14:40:56","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",0.5,0.5,"Львов",500,NA,"ADM"
"4348",NA,"Junior QA engineer","","Automation QA","1.5","1.5",864,300,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","НметАУ","False","ниже среднего","Веб-разработка,Мультимедиа","29/12/2015 14:41:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",1.5,1.5,"Днепр.",864,NA,"QA"
"4349",NA,"Junior QA engineer","","Manual QA","0.5","0.5",460,100,"Харьков","до 50 человек","Продуктовая","мужской",40,"Высшее","НТУ «ХПИ»","False","ниже среднего","Веб-разработка","29/12/2015 14:41:44","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",0.5,0.5,"Харьков",460,NA,"QA"
"4350",NA,"Designer","","","5","1.5",2150,0,"Харьков","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","ХАИ","False","средний","iOS,Веб-разработка","29/12/2015 14:41:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.56 (KHTML, like Gecko) Version/9.0 Safari/601.1.56",5,1.5,"Харьков",2150,NA,""
"4351",NA,"HR","","","8","6",2400,400,"Днепр.","до 1000 человек","Аутсорсинговая","женский",45,"Высшее","ДНУ им. Гончара","False","средний","Другое","29/12/2015 14:41:56","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",8,6,"Днепр.",2400,NA,""
"4352",NA,"Team lead","","","7","1.5",2500,1000,"Киев","до 50 человек","Стартап","мужской",32,"Высшее","ДонНТУ","False","ниже среднего","Веб-разработка","29/12/2015 14:41:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",7,1.5,"Киев",2500,NA,"PM"
"4353",NA,"QA engineer","","Manual QA","2","2",960,250,"Харьков","свыше 1000 человек","Аутсорсинговая","женский",25,"Два высших","ХНУ им. Каразина","False","выше среднего","Веб-разработка,Мультимедиа","29/12/2015 14:41:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",2,2,"Харьков",960,NA,"QA"
"4354",NA,"Project manager","","","0.5","0.5",300,0,"Черкассы","до 10 человек","Стартап","мужской",29,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","29/12/2015 14:42:07","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",0.5,0.5,"other",300,NA,"PM"
"4355",NA,"Senior Software Engineer","Java","","7","0.25",3000,0,"Киев","до 10 человек","Стартап","мужской",31,"Высшее","НТУУ «КПИ»","False","продвинутый","Android,Desktop Applications","29/12/2015 14:42:16","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",7,0.25,"Киев",3000,NA,"DEV"
"4356",NA,"Junior QA engineer","","General QA","2","2",850,300,"Ивано-Франковск","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","Львовская Политехника","False","средний","Веб-разработка","29/12/2015 14:42:22","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,2,"other",850,NA,"QA"
