"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"2905",NA,"Software Engineer","C#/.NET","","1.5","0.75",1200,400,"Днепр.","до 50 человек","Аутстаффинговая","мужской",22,"Высшее","False","средний","Веб-разработка,Корпоративные системы","25/05/2014 14:50:09","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",1.5,0.75,"Днепр.",1200,NA,"DEV"
"2906",NA,"Software Engineer","PHP","","6","1.5",2400,800,"Киев","до 50 человек","Продуктовая","мужской",25,"Высшее","False","средний","Веб-разработка","25/05/2014 15:43:30","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",6,1.5,"Киев",2400,NA,"DEV"
"2907",NA,"Technical Lead","PHP","","7","2",2200,0,"Киев","до 50 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Веб-разработка","25/05/2014 16:56:14","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",7,2,"Киев",2200,NA,"SDEV"
"2908",NA,"Junior Software Engineer","Java","","0.75","0.75",900,400,"Харьков","до 50 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","ниже среднего","Веб-разработка,Другое","25/05/2014 17:00:24","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0.75,0.75,"Харьков",900,NA,"DEV"
"2909",NA,"Support","","","6","0.75",1280,180,"Киев","до 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Телекоммуникации,Корпоративные системы","25/05/2014 17:14:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",6,0.75,"Киев",1280,NA,""
"2910",NA,"Системный администратор","","","4","1.75",900,0,"Днепр.","до 200 человек","Продуктовая","мужской",25,"Техникум / Колледж","False","ниже среднего","Gamedev","25/05/2014 18:26:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,1.75,"Днепр.",900,NA,"ADM"
"2911",NA,"Senior Software Engineer","SQL","","8","3",3325,285,"Киев","до 200 человек","Аутсорсинговая","мужской",29,"Два высших","False","выше среднего","Финансы и банки,Корпоративные системы","25/05/2014 19:00:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",8,3,"Киев",3325,NA,"DEV"
"2912",NA,"Software Engineer","Python","","2","2",1000,200,"Харьков","до 50 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","средний","eCommerce","25/05/2014 19:17:43","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",2,2,"Харьков",1000,NA,"DEV"
"2913",NA,"Software Engineer","C#/.NET","","5","2.5",2500,250,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","False","выше среднего","Веб-разработка","25/05/2014 20:25:31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4",5,2.5,"Киев",2500,NA,"DEV"
"2914",NA,"Project manager","","","10 и более лет","0.5",4000,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",40,"Высшее","False","выше среднего","Веб-разработка,eCommerce","25/05/2014 21:33:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",10,0.5,"Киев",4000,NA,"PM"
"2915",NA,"Team lead","","","3.5","3.5",3000,500,"Киев","до 1000 человек","Аутстаффинговая","мужской",25,"Среднее","False","средний","Веб-разработка,eCommerce","25/05/2014 21:53:40","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",3.5,3.5,"Киев",3000,NA,"PM"
"2916",NA,"Team lead","","","4","1",2500,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",28,"Два высших","False","средний","Windows Phone","25/05/2014 22:08:30","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,1,"Харьков",2500,NA,"PM"
"2917",NA,"Software Engineer","C++","","2","1",1325,325,"Харьков","до 1000 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","Другое","25/05/2014 22:38:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",2,1,"Харьков",1325,NA,"DEV"
"2918",NA,"HR","","","0.5","меньше 3 месяцев",700,300,"Киев","до 10 человек","Стартап","мужской",25,"Высшее","False","продвинутый","iOS,Веб-разработка","25/05/2014 23:04:53","Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0",0.5,0,"Киев",700,NA,""
"2919",NA,"Senior Software Engineer","JavaScript","","4","меньше 3 месяцев",2600,1000,"Днепр.","до 200 человек","Продуктовая","мужской",22,"Высшее","False","средний","Веб-разработка","25/05/2014 23:05:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",4,0,"Днепр.",2600,NA,"DEV"
"2920",NA,"Junior QA engineer","","Automation QA","1.75","0.75",625,300,"Киев","до 200 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","выше среднего","Другое","25/05/2014 23:12:19","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",1.75,0.75,"Киев",625,NA,"QA"
"2921",NA,"Scrum Master","","","меньше 3 месяцев","меньше 3 месяцев",1000,0,"Днепр.","до 200 человек","Продуктовая","мужской",26,"Высшее","False","продвинутый","Корпоративные системы","25/05/2014 23:35:58","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67",0,0,"Днепр.",1000,NA,""
"2922",NA,"QA engineer","","Manual QA","1.5","0.75",1300,300,"Львов","до 200 человек","Аутсорсинговая","женский",25,"Высшее","False","выше среднего","Android,iOS","26/05/2014 01:10:32","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,0.75,"Львов",1300,NA,"QA"
"2923",NA,"Junior QA engineer","","Manual QA","1.5","0.75",1200,750,"Львов","до 200 человек","Продуктовая","женский",24,"Высшее","False","средний","iOS,Системное программирование","26/05/2014 01:15:11","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,0.75,"Львов",1200,NA,"QA"
"2924",NA,"Junior Software Engineer","C#/.NET","","меньше 3 месяцев","меньше 3 месяцев",850,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","True","средний","Веб-разработка,Мультимедиа","26/05/2014 01:20:34","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0,0,"Киев",850,NA,"DEV"
"2925",NA,"Project manager","","","1","0.5",800,300,"Харьков","до 200 человек","Аутсорсинговая","мужской",23,"Высшее","False","выше среднего","iOS,Веб-разработка","26/05/2014 02:37:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",1,0.5,"Харьков",800,NA,"PM"
"2926",NA,"Technical Lead","PHP","","1.75","0.5",1000,500,"Харьков","до 50 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","средний","Веб-разработка","26/05/2014 04:12:57","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",1.75,0.5,"Харьков",1000,NA,"SDEV"
"2927",NA,"Team lead","","","3","0.5",3000,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Android","26/05/2014 08:25:38","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",3,0.5,"Харьков",3000,NA,"PM"
"2928",NA,"Senior Project Manager / Program Manager","","","10 и более лет","10 и более лет",4100,500,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","выше среднего","Веб-разработка,Embedded","26/05/2014 08:51:15","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",10,10,"Львов",4100,NA,"SPM"
"2929",NA,"Technical Lead","Java","","6.5","3.5",3700,0,"Киев","до 1000 человек","Продуктовая","мужской",25,"Высшее","False","выше среднего","Android","26/05/2014 09:32:12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",6.5,3.5,"Киев",3700,NA,"SDEV"
"2930",NA,"Software Engineer","PHP","","1.5","1.5",900,250,"Харьков","до 200 человек","Продуктовая","мужской",24,"Высшее","False","выше среднего","Веб-разработка,eCommerce","26/05/2014 09:36:10","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:29.0) Gecko/20100101 Firefox/29.0",1.5,1.5,"Харьков",900,NA,"DEV"
"2931",NA,"Бизнес-аналитик","","","4","0.75",2200,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Финансы и банки","26/05/2014 09:47:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,0.75,"Киев",2200,NA,""
"2932",NA,"Junior QA engineer","","General QA","1","1",400,250,"Львов","до 1000 человек","Аутсорсинговая","мужской",25,"Незаконченное высшее","False","средний","Финансы и банки","26/05/2014 10:12:51","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17",1,1,"Львов",400,NA,"QA"
"2933",NA,"Software Engineer","Java","","3","2.5",2000,500,"Киев","до 50 человек","Аутстаффинговая","мужской",24,"Высшее","False","выше среднего","Финансы и банки","26/05/2014 10:37:16","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",3,2.5,"Киев",2000,NA,"DEV"
"2934",NA,"QA engineer","","Manual QA","2.5","2",1140,190,"Харьков","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Desktop Applications","26/05/2014 10:38:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",2.5,2,"Харьков",1140,NA,"QA"
"2935",NA,"Senior Software Engineer","C++","","8","0.5",2800,800,"Одесса","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","средний","Embedded,Мультимедиа","26/05/2014 11:11:09","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",8,0.5,"Одесса",2800,NA,"DEV"
"2936",NA,"Junior QA engineer","","Automation QA","0.75","0.75",900,900,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","средний","Финансы и банки","26/05/2014 11:14:24","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",0.75,0.75,"Киев",900,NA,"QA"
"2937",NA,"Team lead","","","8.5","2.5",4250,500,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",31,"Два высших","False","выше среднего","Desktop Applications,Корпоративные системы","26/05/2014 11:16:29","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",8.5,2.5,"Киев",4250,NA,"PM"
"2938",NA,"Software Engineer","C++","","2","2",1300,200,"Киев","свыше 1000 человек","Продуктовая","мужской",24,"Высшее","False","средний","Embedded","26/05/2014 11:16:49","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36",2,2,"Киев",1300,NA,"DEV"
"2939",NA,"Системный администратор","","","5.5","4",700,50,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Другое","26/05/2014 11:18:42","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",5.5,4,"Харьков",700,NA,"ADM"
"2940",NA,"Senior Software Engineer","PHP","","5","2.5",700,40,"Луцк","до 10 человек","Продуктовая","мужской",25,"Незаконченное высшее","False","элементарный","Веб-разработка","26/05/2014 11:18:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",5,2.5,"other",700,NA,"DEV"
"2941",NA,"Technical Lead","PHP","","5","5",2700,600,"Харьков","до 50 человек","Аутстаффинговая","мужской",27,"Высшее","False","средний","Веб-разработка","26/05/2014 11:33:15","Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0",5,5,"Харьков",2700,NA,"SDEV"
"2942",NA,"Senior Software Engineer","Python","","5","1.5",2600,190,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",35,"Высшее","False","выше среднего","Корпоративные системы","26/05/2014 11:36:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",5,1.5,"Львов",2600,NA,"DEV"
